engagement_id,customer_id,email_opens,email_clicks,website_visits,loyalty_points_earned,last_engagement_date
19230,129028,11,7,15,1298,2024-02-24
19231,183790,18,7,18,3883,2024-10-17
19232,141169,5,1,37,3483,2024-07-05
19233,156532,19,9,38,2302,2024-01-03
19234,110140,8,7,44,514,2024-06-09
19235,45198,12,7,0,4427,2024-01-23
19236,113109,11,4,42,833,2024-03-23
19237,56862,4,6,2,717,2024-05-15
19238,192065,16,0,12,2799,2024-06-02
19239,68991,16,6,34,1596,2024-06-17
19240,49943,18,9,15,1229,2024-12-04
19241,44982,14,9,6,1211,2024-01-17
19242,124095,18,7,34,3079,2024-11-01
19243,175678,12,1,31,2936,2024-11-21
19244,97461,14,9,40,1865,2024-05-04
19245,182202,2,3,20,3758,2024-06-06
19246,139189,18,0,28,77,2024-01-10
19247,37463,17,9,27,837,2024-05-03
19248,37757,6,6,18,1081,2024-05-10
19249,70667,15,1,21,4752,2024-03-05
19250,104047,18,1,6,2369,2024-04-20
19251,25822,7,2,39,809,2024-02-29
19252,49441,14,0,1,128,2024-07-11
19253,76489,17,9,1,703,2024-01-02
19254,18711,8,8,47,2932,2024-11-30
19255,188429,2,6,35,4571,2024-06-04
19256,116276,10,3,38,4563,2024-04-01
19257,19215,8,1,3,49,2024-04-02
19258,40713,1,9,14,3738,2024-09-02
19259,188383,18,3,8,1066,2024-05-28
19260,6189,5,4,23,2014,2024-10-28
19261,163285,15,0,29,2822,2024-07-21
19262,134685,11,5,45,1835,2024-01-01
19263,169243,6,0,27,4924,2024-05-25
19264,140120,7,8,22,2899,2024-09-05
19265,148618,4,7,7,3403,2024-03-25
19266,47783,8,0,7,3541,2024-02-16
19267,118017,17,4,42,262,2024-04-21
19268,109542,14,7,24,3434,2024-03-21
19269,125053,4,8,37,4241,2024-04-26
19270,79589,13,0,0,4099,2024-04-30
19271,173688,6,6,15,3228,2024-08-23
19272,188961,6,8,43,552,2024-11-02
19273,80815,16,8,32,1561,2024-09-26
19274,141228,17,1,8,3151,2024-06-15
19275,123247,6,4,33,1991,2024-08-23
19276,18007,11,7,29,1707,2024-08-14
19277,51889,6,3,34,2179,2024-03-27
19278,39873,19,2,10,907,2024-09-19
19279,153574,13,3,6,4539,2024-03-27
19280,103491,6,0,21,862,2024-10-30
19281,40569,11,3,0,3964,2024-10-07
19282,72122,4,2,12,1218,2024-11-29
19283,198362,11,6,22,407,2024-02-20
19284,13741,13,2,16,3243,2024-11-03
19285,10939,6,0,48,4071,2024-03-25
19286,185775,6,6,1,1578,2024-09-21
19287,106477,14,1,21,1474,2024-11-25
19288,131833,15,0,47,4920,2024-09-05
19289,16625,11,1,23,3165,2024-02-25
19290,150635,13,4,1,4597,2024-07-05
19291,197833,15,8,26,2171,2024-11-20
19292,148512,15,5,39,2170,2024-01-12
19293,56319,13,0,4,2353,2024-08-13
19294,50291,1,3,26,4448,2024-03-07
19295,184694,12,2,36,2835,2024-05-27
19296,86552,4,9,11,1042,2024-06-30
19297,187037,7,4,31,2637,2024-04-05
19298,97264,19,3,30,3105,2024-05-16
19299,159110,1,4,29,318,2024-04-24
19300,121565,8,2,23,1403,2024-02-01
19301,86917,0,4,48,1817,2024-02-20
19302,75930,10,1,18,3848,2024-03-14
19303,59352,4,9,12,3577,2024-10-30
19304,136597,17,7,35,2287,2024-12-20
19305,157122,13,3,42,713,2024-12-06
19306,52296,3,0,22,977,2024-06-15
19307,67006,6,8,18,1243,2024-08-03
19308,23615,12,4,37,2816,2024-02-07
19309,83734,17,8,17,3863,2024-06-23
19310,87714,10,6,22,4545,2024-08-18
19311,163169,6,8,26,471,2024-05-02
19312,184069,12,7,23,527,2024-03-19
19313,157473,9,5,35,1621,2024-09-22
19314,199886,1,1,5,1928,2024-12-03
19315,123402,1,7,0,2550,2024-08-15
19316,52410,0,3,13,1823,2024-02-16
19317,26605,0,1,33,1657,2024-12-12
19318,173727,0,9,16,1291,2024-09-12
19319,160883,9,0,45,2777,2024-02-21
19320,145363,12,0,4,2281,2024-08-05
19321,91741,19,0,2,4372,2024-07-14
19322,31862,1,6,11,3419,2024-06-22
19323,11118,13,3,12,3962,2024-08-04
19324,70713,13,1,38,54,2024-02-10
19325,76290,19,8,15,2613,2024-11-23
19326,78231,4,6,7,3827,2024-01-23
19327,193887,11,7,19,33,2024-06-08
19328,30066,18,0,8,1510,2024-10-13
19329,86214,18,2,22,955,2024-11-25
19330,118831,17,5,36,2842,2024-02-01
19331,173507,5,6,35,2255,2024-09-22
19332,110276,8,0,18,3186,2024-06-17
19333,16761,15,2,4,4823,2024-06-24
19334,11866,12,0,29,231,2024-05-20
19335,50310,19,8,37,1247,2024-09-01
19336,146837,8,7,3,1638,2024-02-26
19337,102660,9,7,48,4509,2024-02-06
19338,56689,5,5,17,1460,2024-05-13
19339,39868,9,9,18,2587,2024-11-26
19340,136693,15,3,12,2775,2024-01-27
19341,18767,12,1,13,1289,2024-02-26
19342,186398,8,1,20,1089,2024-07-19
19343,48497,8,1,4,287,2024-03-14
19344,23189,13,1,43,1941,2024-02-01
19345,127494,19,1,0,778,2024-12-14
19346,91710,7,9,12,3467,2024-03-29
19347,136463,2,9,39,4969,2024-12-24
19348,188500,11,7,26,4231,2024-08-09
19349,6991,9,9,9,4632,2024-11-11
19350,168862,5,0,49,126,2024-08-24
19351,180268,19,4,21,2813,2024-06-17
19352,111075,12,9,24,1855,2024-06-18
19353,107824,3,9,17,92,2024-01-18
19354,113048,11,2,32,638,2024-08-29
19355,71661,10,1,21,1686,2024-05-17
19356,27806,14,5,14,2937,2024-12-01
19357,74160,14,9,18,809,2024-03-18
19358,157736,9,9,33,2709,2024-12-17
19359,99374,13,6,27,3386,2024-07-05
19360,183146,13,3,24,4216,2024-09-13
19361,34968,4,7,48,2860,2024-06-27
19362,156878,12,5,18,1788,2024-06-21
19363,23562,17,6,1,3071,2024-07-13
19364,162690,16,8,30,3383,2024-12-14
19365,81254,11,7,47,4909,2024-02-04
19366,53642,15,0,2,2345,2024-03-06
19367,194306,14,5,5,3206,2024-03-11
19368,108716,14,4,20,3217,2024-12-21
19369,117928,10,8,3,3203,2024-11-27
19370,83351,17,6,29,4619,2024-03-17
19371,60423,3,2,48,1028,2024-11-19
19372,60153,15,8,26,823,2024-02-20
19373,157301,19,8,21,3236,2024-10-18
19374,32543,17,0,40,1106,2024-12-19
19375,127430,2,2,3,4543,2024-11-01
19376,50200,14,7,46,366,2024-11-03
19377,176383,11,1,30,4962,2024-12-13
19378,197154,16,8,26,4353,2024-01-11
19379,36674,3,7,48,1585,2024-10-11
19380,14522,14,4,0,1640,2024-10-20
19381,46562,0,4,36,1163,2024-08-05
19382,121286,6,1,30,848,2024-10-26
19383,69454,17,9,20,1034,2024-08-21
19384,2174,18,9,33,144,2024-06-26
19385,107013,6,7,32,4924,2024-09-10
19386,90568,11,5,29,4937,2024-10-14
19387,17748,0,0,22,1628,2024-06-19
19388,198109,19,9,46,2967,2024-11-10
19389,147939,9,0,30,2329,2024-11-03
19390,150507,8,7,26,4382,2024-01-29
19391,194656,17,6,44,3222,2024-07-10
19392,8600,19,0,22,2110,2024-08-24
19393,91006,13,3,8,215,2024-11-23
19394,47577,13,6,17,497,2024-06-20
19395,174986,1,7,21,437,2024-07-15
19396,43920,4,9,36,3092,2024-11-12
19397,14862,2,7,29,4590,2024-04-19
19398,104333,2,9,44,3208,2024-02-20
19399,126231,12,2,21,4652,2024-06-29
19400,107458,14,9,49,3562,2024-08-18
19401,110855,4,2,45,2164,2024-03-28
19402,112868,11,3,40,1477,2024-12-12
19403,117824,18,2,30,1877,2024-11-09
19404,163367,5,5,30,1052,2024-11-07
19405,28737,8,7,29,4645,2024-04-30
19406,61572,2,2,16,4591,2024-02-24
19407,69079,1,5,40,76,2024-10-03
19408,85462,1,1,43,2994,2024-04-28
19409,137578,10,4,14,3784,2024-10-18
19410,129119,3,0,8,2992,2024-11-02
19411,198767,3,5,17,1747,2024-05-20
19412,129593,11,3,16,3290,2024-09-14
19413,199538,6,4,29,4518,2024-08-28
19414,181846,16,4,7,3125,2024-04-24
19415,14849,19,9,22,3488,2024-11-24
19416,95370,10,6,44,4961,2024-11-08
19417,185174,8,1,47,3942,2024-03-16
19418,13531,8,9,13,3364,2024-09-12
19419,92883,12,0,22,1683,2024-05-16
19420,124590,1,3,19,1785,2024-03-02
19421,66658,5,8,18,884,2024-07-26
19422,144752,0,4,40,3372,2024-08-10
19423,89359,18,3,41,2494,2024-06-26
19424,53938,14,3,35,2282,2024-02-29
19425,69972,12,0,18,2177,2024-07-17
19426,22653,9,6,45,1022,2024-04-15
19427,177281,4,6,45,1468,2024-04-17
19428,107270,0,0,33,615,2024-09-06
19429,53999,7,3,6,3146,2024-06-05
19430,137246,1,4,21,1531,2024-10-02
19431,36842,16,8,4,1685,2024-10-10
19432,99720,6,7,38,3062,2024-11-23
19433,125467,16,1,49,4914,2024-04-11
19434,113585,5,2,48,1768,2024-08-13
19435,55812,9,7,24,3663,2024-10-06
19436,65338,14,1,31,1617,2024-09-29
19437,10193,16,0,37,365,2024-06-18
19438,97990,12,5,3,4430,2024-01-23
19439,92891,6,8,36,323,2024-04-24
19440,117599,5,3,43,1795,2024-09-18
19441,161094,15,4,2,3210,2024-01-10
19442,66834,1,1,10,1421,2024-12-09
19443,114956,4,4,29,2805,2024-11-19
19444,124259,14,5,30,153,2024-12-03
19445,78608,3,7,32,1334,2024-11-12
19446,198799,0,8,30,2254,2024-01-17
19447,134023,13,6,35,487,2024-12-19
19448,115729,16,2,19,1023,2024-03-24
19449,81612,11,6,39,1316,2024-09-10
19450,72048,0,7,31,3486,2024-03-17
19451,69722,19,4,33,520,2024-12-22
19452,154870,6,5,45,4259,2024-10-12
19453,165183,18,6,21,2217,2024-10-26
19454,27770,14,3,13,3490,2024-11-01
19455,65295,1,4,2,2492,2024-11-23
19456,117984,6,2,21,4004,2024-06-30
19457,116096,3,4,0,1281,2024-06-26
19458,71508,6,1,35,1476,2024-05-25
19459,98946,8,2,34,2105,2024-11-05
19460,26739,10,7,42,725,2024-10-21
19461,17470,19,3,31,1033,2024-08-31
19462,196974,6,6,29,1443,2024-09-19
19463,94072,0,1,19,1698,2024-05-15
19464,50999,7,2,5,2840,2024-05-13
19465,115093,19,6,11,883,2024-02-15
19466,18905,4,0,38,3637,2024-07-01
19467,160254,7,5,37,382,2024-05-21
19468,63399,1,8,23,1511,2024-12-26
19469,35567,14,3,38,4875,2024-02-13
19470,12960,5,7,0,4411,2024-01-09
19471,122932,4,8,22,2568,2024-11-06
19472,28614,9,0,10,3446,2024-09-14
19473,188250,3,0,17,4356,2024-07-03
19474,39529,14,7,39,3279,2024-10-14
19475,14147,14,9,17,29,2024-03-24
19476,181602,13,1,5,3706,2024-06-06
19477,82905,1,2,27,2339,2024-01-09
19478,103038,16,0,14,850,2024-07-02
19479,190598,18,4,40,3229,2024-08-20
19480,145251,19,3,32,3896,2024-06-30
19481,193035,13,7,24,336,2024-10-10
19482,57173,13,4,33,3082,2024-09-03
19483,60149,4,0,1,2588,2024-09-21
19484,64612,17,3,7,2421,2024-08-23
19485,91163,14,5,1,1901,2024-07-30
19486,197172,11,4,7,663,2024-05-15
19487,105877,17,0,2,4466,2024-02-05
19488,138974,4,9,28,1714,2024-09-24
19489,154628,3,3,38,1574,2024-07-29
19490,163864,14,8,11,2156,2024-11-08
19491,70891,4,8,28,1463,2024-11-21
19492,140626,7,6,45,2792,2024-02-17
19493,75159,10,7,42,2996,2024-02-23
19494,132654,2,2,32,4703,2024-12-16
19495,144290,15,3,42,3354,2024-12-30
19496,67406,9,3,30,3455,2024-11-10
19497,172639,0,5,45,2902,2024-07-28
19498,35247,13,9,37,1193,2024-03-25
19499,194032,4,3,35,2433,2024-12-02
19500,117891,6,5,49,526,2024-08-26
19501,37645,0,9,26,3587,2024-08-20
19502,9731,18,5,11,2398,2024-06-20
19503,102656,13,8,3,4864,2024-03-27
19504,139599,19,5,20,636,2024-12-24
19505,12871,12,8,37,1234,2024-09-16
19506,109640,12,1,1,3847,2024-12-24
19507,182123,7,8,25,309,2024-12-23
19508,22242,5,4,9,773,2024-08-19
19509,134524,6,9,14,3854,2024-07-19
19510,11375,18,3,10,2695,2024-08-25
19511,98898,15,7,27,2564,2024-06-29
19512,68919,6,9,2,2522,2024-01-02
19513,97068,18,2,16,2209,2024-04-14
19514,154128,2,8,11,2013,2024-10-30
19515,30794,7,0,18,4775,2024-12-30
19516,165074,3,0,44,2255,2024-03-21
19517,14313,1,7,1,4547,2024-11-26
19518,85301,8,0,46,649,2024-04-14
19519,14249,19,8,35,2154,2024-06-23
19520,196571,3,1,32,4669,2024-03-23
19521,19399,18,5,10,2630,2024-12-15
19522,74695,2,9,13,4790,2024-07-24
19523,56792,12,0,34,1658,2024-09-21
19524,132141,9,9,29,1686,2024-02-17
19525,119109,4,7,25,2940,2024-05-17
19526,148153,10,8,12,866,2024-11-12
19527,180485,7,6,7,920,2024-04-26
19528,35155,4,7,2,3621,2024-07-16
19529,80058,8,1,4,2171,2024-02-04
19530,183642,10,6,49,4058,2024-10-24
19531,150065,14,6,31,3594,2024-04-26
19532,114617,9,5,48,123,2024-10-11
19533,98887,10,2,32,4574,2024-10-22
19534,109637,5,1,14,3898,2024-04-17
19535,22620,2,0,0,2196,2024-11-19
19536,90566,4,2,42,4614,2024-12-22
19537,61795,13,1,47,3319,2024-02-03
19538,86647,15,6,18,2940,2024-03-15
19539,140089,8,6,49,4954,2024-12-29
19540,131462,16,9,0,1504,2024-04-15
19541,113397,18,0,4,4192,2024-05-30
19542,111192,10,9,16,4377,2024-05-05
19543,6989,10,6,22,4686,2024-01-12
19544,64525,6,2,30,1664,2024-05-31
19545,61131,1,5,4,1195,2024-01-31
19546,144031,17,0,46,2344,2024-07-08
19547,726,16,1,35,502,2024-06-17
19548,84648,3,9,12,827,2024-12-06
19549,191423,14,8,37,215,2024-09-01
19550,24957,15,6,10,821,2024-10-14
19551,100184,0,7,20,794,2024-02-14
19552,49878,10,1,34,1646,2024-02-29
19553,158299,18,1,39,946,2024-08-25
19554,12550,8,8,22,4303,2024-07-04
19555,67519,10,7,0,727,2024-06-22
19556,78669,6,1,43,3461,2024-04-08
19557,149942,1,7,8,270,2024-03-24
19558,77729,8,2,38,1965,2024-09-28
19559,145612,6,9,22,2249,2024-06-17
19560,92101,7,9,39,1855,2024-03-06
19561,139127,4,8,11,400,2024-07-24
19562,119243,12,7,47,4630,2024-08-27
19563,18843,3,9,39,2236,2024-01-21
19564,168950,11,7,31,694,2024-09-13
19565,140251,8,8,30,2533,2024-09-02
19566,32826,19,8,4,3791,2024-02-27
19567,192736,1,3,6,1587,2024-11-11
19568,57156,13,1,39,3192,2024-09-18
19569,15512,14,7,16,314,2024-11-04
19570,48294,9,7,17,3212,2024-07-19
19571,92373,8,4,26,3711,2024-12-23
19572,143982,7,6,7,4513,2024-10-18
19573,14178,3,9,27,2212,2024-02-16
19574,194151,17,8,16,4909,2024-04-20
19575,157966,18,4,33,4403,2024-06-11
19576,73264,5,6,23,2415,2024-04-22
19577,151492,7,4,9,2166,2024-01-22
19578,143772,3,5,14,1046,2024-09-21
19579,186939,12,1,26,4769,2024-09-18
19580,55945,9,9,48,2435,2024-09-03
19581,127539,12,2,20,342,2024-12-01
19582,21048,9,2,4,1255,2024-09-19
19583,125226,5,6,49,1025,2024-02-25
19584,74949,1,1,7,238,2024-01-04
19585,83258,10,6,49,997,2024-04-26
19586,177220,18,6,5,1993,2024-06-18
19587,173641,6,0,1,4881,2024-08-07
19588,58694,15,5,35,1139,2024-02-07
19589,86306,8,0,37,4053,2024-03-05
19590,76377,13,3,2,2239,2024-04-26
19591,162385,9,6,40,4731,2024-03-01
19592,52367,16,1,46,4036,2024-07-04
19593,166601,3,8,41,2521,2024-03-19
19594,125971,4,8,5,2181,2024-01-13
19595,98712,11,9,34,4109,2024-09-10
19596,69112,14,7,16,1406,2024-01-07
19597,47169,3,2,42,4092,2024-10-13
19598,45519,1,8,38,4001,2024-03-18
19599,22718,19,9,20,809,2024-04-21
19600,151063,7,0,14,1857,2024-01-02
19601,102218,2,2,46,1422,2024-03-24
19602,70508,0,3,0,3244,2024-05-28
19603,7238,15,2,23,184,2024-04-17
19604,172491,11,0,19,3684,2024-12-30
19605,14365,5,3,8,1982,2024-11-12
19606,72723,7,4,17,1384,2024-07-21
19607,193763,8,6,35,432,2024-03-10
19608,106659,2,5,11,3963,2024-05-22
19609,20848,15,9,16,3336,2024-08-08
19610,91806,1,2,3,3967,2024-03-07
19611,115245,4,5,41,4966,2024-01-09
19612,105958,4,8,22,1778,2024-08-02
19613,32678,1,0,5,4998,2024-08-28
19614,185538,6,3,37,3929,2024-11-23
19615,152129,5,6,12,999,2024-06-07
19616,192387,1,2,35,2948,2024-07-22
19617,133178,12,1,9,4003,2024-08-30
19618,177526,11,8,31,246,2024-08-15
19619,93081,9,4,36,4802,2024-11-16
19620,192489,3,0,19,2497,2024-01-17
19621,57845,18,4,16,4651,2024-06-30
19622,62301,8,6,16,1836,2024-11-02
19623,63356,9,2,27,2231,2024-01-04
19624,8604,8,7,31,3945,2024-07-05
19625,108306,9,0,25,3056,2024-02-20
19626,129979,0,2,19,4464,2024-05-19
19627,190002,9,2,24,2046,2024-11-29
19628,31099,1,7,5,1433,2024-10-24
19629,153824,10,7,9,1661,2024-03-12
19630,173217,12,9,11,3025,2024-12-06
19631,111724,13,2,44,2615,2024-08-17
19632,34677,2,5,26,4698,2024-05-12
19633,18907,3,4,0,425,2024-03-02
19634,22283,6,6,32,3578,2024-01-27
19635,138058,18,8,7,1217,2024-04-29
19636,135873,17,3,4,830,2024-12-10
19637,156185,15,6,27,3657,2024-12-15
19638,115771,7,4,31,2726,2024-09-01
19639,149975,17,5,25,1893,2024-02-03
19640,17981,1,6,11,2554,2024-05-27
19641,15916,14,0,34,3420,2024-05-15
19642,33430,15,1,4,3308,2024-07-27
19643,126788,13,2,41,1316,2024-03-19
19644,5151,14,7,4,4068,2024-06-02
19645,564,7,2,14,4098,2024-01-14
19646,169950,17,8,22,4341,2024-10-30
19647,80940,3,0,1,2612,2024-12-23
19648,182121,1,8,48,3499,2024-11-29
19649,139161,5,6,13,2465,2024-02-11
19650,196150,3,1,36,2833,2024-01-25
19651,199373,18,9,48,2495,2024-10-18
19652,128149,5,6,21,1697,2024-11-19
19653,76176,18,2,35,1454,2024-03-03
19654,139578,17,1,36,1181,2024-06-21
19655,29706,9,5,28,2269,2024-11-10
19656,169537,16,1,12,121,2024-10-04
19657,106222,11,3,36,3320,2024-12-14
19658,155618,4,0,0,4908,2024-05-29
19659,195281,12,3,35,1698,2024-01-04
19660,184238,4,5,11,3548,2024-02-03
19661,93000,1,7,2,4402,2024-10-11
19662,91323,19,7,26,4050,2024-05-30
19663,81048,8,0,28,1110,2024-04-25
19664,9811,9,1,33,1155,2024-01-29
19665,88759,2,1,22,3585,2024-02-06
19666,92371,19,5,6,622,2024-09-22
19667,151060,2,3,3,1770,2024-07-02
19668,88578,8,1,2,1603,2024-07-01
19669,16684,5,5,15,1860,2024-08-07
19670,75079,19,2,10,2767,2024-03-16
19671,185969,8,8,40,3584,2024-07-21
19672,34652,13,1,21,2191,2024-08-06
19673,128013,6,6,34,2680,2024-08-29
19674,55372,17,7,32,2386,2024-09-28
19675,148264,15,5,11,4780,2024-08-25
19676,158604,7,7,19,14,2024-01-16
19677,88868,5,2,25,2332,2024-03-06
19678,156102,8,7,11,4536,2024-06-04
19679,191812,5,3,32,4511,2024-06-13
19680,97143,19,9,3,1773,2024-09-26
19681,83049,15,1,28,231,2024-11-28
19682,173444,10,1,33,984,2024-08-23
19683,167878,10,8,12,1624,2024-04-09
19684,64321,6,0,7,2362,2024-05-15
19685,185937,5,4,15,3074,2024-01-27
19686,119825,15,3,43,2791,2024-02-13
19687,68299,1,3,39,3879,2024-11-20
19688,183571,9,4,9,3310,2024-04-15
19689,8543,10,7,0,3523,2024-10-02
19690,129805,4,3,10,4277,2024-09-19
19691,93553,1,1,32,535,2024-03-20
19692,94229,5,1,38,3025,2024-07-05
19693,127097,18,3,48,212,2024-06-07
19694,113450,1,7,4,2617,2024-12-20
19695,169467,9,7,49,3288,2024-07-06
19696,189136,3,9,20,705,2024-03-06
19697,79079,16,1,18,3971,2024-04-22
19698,41318,6,2,13,3151,2024-09-27
19699,10150,18,3,13,2177,2024-06-12
19700,139403,11,4,36,1438,2024-05-14
19701,187511,14,9,38,703,2024-12-08
19702,178942,17,9,14,783,2024-08-09
19703,54943,2,7,37,4865,2024-04-20
19704,148344,3,3,45,3669,2024-09-26
19705,54217,13,9,19,4711,2024-11-17
19706,110411,17,2,43,2379,2024-07-24
19707,109558,12,8,3,3238,2024-07-27
19708,104564,11,9,9,360,2024-02-16
19709,179054,18,3,10,2893,2024-05-17
19710,11739,17,1,4,1758,2024-03-18
19711,187715,3,5,16,2485,2024-03-31
19712,161705,13,7,20,2732,2024-06-04
19713,131701,18,9,35,2928,2024-12-26
19714,49616,11,5,8,3828,2024-03-20
19715,10424,3,1,41,2752,2024-05-20
19716,194187,16,2,30,3112,2024-04-21
19717,182474,17,0,32,4398,2024-02-14
19718,54807,14,8,10,350,2024-03-16
19719,93473,13,8,14,2019,2024-05-06
19720,191785,14,3,9,2383,2024-04-22
19721,31708,7,4,16,3610,2024-07-30
19722,49635,3,2,7,2829,2024-10-02
19723,124099,8,1,49,2546,2024-04-16
19724,75734,13,7,29,2722,2024-07-17
19725,178140,13,2,5,1171,2024-09-30
19726,170452,18,8,15,4724,2024-12-23
19727,186903,2,2,25,461,2024-06-18
19728,190402,15,2,40,4953,2024-10-02
19729,126123,18,8,36,1976,2024-05-05
19730,51920,14,1,40,4083,2024-11-11
19731,136514,13,6,46,840,2024-09-18
19732,153665,10,0,11,156,2024-04-12
19733,58280,16,5,18,1380,2024-01-23
19734,198670,17,9,27,4711,2024-09-14
19735,134978,2,1,1,3070,2024-08-14
19736,164396,14,0,17,2323,2024-02-06
19737,89406,0,0,15,558,2024-12-25
19738,127925,6,2,40,3523,2024-05-11
19739,174028,14,8,22,4799,2024-01-14
19740,116190,14,3,42,4724,2024-06-17
19741,91798,8,6,16,795,2024-08-22
19742,148090,5,0,2,1208,2024-01-06
19743,173871,7,4,13,3492,2024-08-16
19744,79778,6,9,33,4610,2024-04-08
19745,120951,13,1,4,1317,2024-06-28
19746,47711,3,5,33,2500,2024-09-05
19747,57555,1,0,27,1609,2024-12-20
19748,199222,17,6,33,1990,2024-05-26
19749,199034,3,3,14,826,2024-10-14
19750,63506,4,0,20,3750,2024-07-23
19751,65197,9,9,8,4320,2024-12-11
19752,113500,9,4,10,2632,2024-08-10
19753,50760,7,2,44,4008,2024-07-10
19754,133781,9,5,42,1278,2024-11-02
19755,11665,18,6,47,4931,2024-06-02
19756,46395,6,4,38,138,2024-10-16
19757,194019,13,3,28,2537,2024-04-15
19758,42151,2,9,40,4793,2024-07-18
19759,90886,13,5,24,2638,2024-01-19
19760,39842,3,7,20,1316,2024-11-05
19761,17192,7,5,23,4278,2024-11-04
19762,7201,13,3,24,1264,2024-05-14
19763,142997,0,5,28,1038,2024-10-06
19764,64401,2,2,20,3380,2024-05-16
19765,162996,9,8,2,357,2024-08-22
19766,152578,3,9,0,2541,2024-08-02
19767,55629,7,8,29,3736,2024-10-08
19768,181251,0,4,2,4258,2024-08-12
19769,192542,12,2,8,1297,2024-06-18
19770,48420,1,4,17,4708,2024-09-05
19771,168511,9,7,2,1139,2024-08-04
19772,184677,18,6,32,2294,2024-06-01
19773,87657,10,7,24,4308,2024-02-03
19774,54201,8,3,18,2750,2024-02-25
19775,103449,15,1,31,4841,2024-07-09
19776,101019,11,9,18,599,2024-08-27
19777,21478,18,1,14,2509,2024-01-02
19778,83605,11,8,16,4449,2024-03-23
19779,44364,5,6,34,4470,2024-11-13
19780,11612,2,6,8,3403,2024-04-13
19781,28912,11,8,6,871,2024-07-16
19782,71013,15,5,45,3946,2024-08-30
19783,112449,15,5,48,2257,2024-06-07
19784,57930,3,7,35,2649,2024-01-21
19785,179845,1,6,42,111,2024-04-08
19786,5424,8,2,30,1084,2024-08-21
19787,116169,12,5,48,1052,2024-01-13
19788,44373,4,8,44,3356,2024-05-01
19789,3921,5,4,17,2404,2024-09-30
19790,126065,4,0,43,3230,2024-11-21
19791,155953,12,8,31,121,2024-07-31
19792,190134,11,4,2,423,2024-10-05
19793,120102,3,5,20,1612,2024-04-12
19794,30531,0,2,15,1208,2024-12-17
19795,121749,15,5,49,2408,2024-07-13
19796,67137,15,1,23,4242,2024-10-22
19797,199339,3,0,37,644,2024-09-19
19798,152850,7,7,19,4950,2024-07-27
19799,38133,7,0,22,3407,2024-09-13
19800,105229,9,1,47,2626,2024-07-22
19801,144260,16,6,34,997,2024-07-24
19802,56208,4,3,22,2423,2024-02-13
19803,29959,19,5,6,577,2024-06-10
19804,170431,17,9,29,1226,2024-11-22
19805,150518,12,4,11,1319,2024-09-18
19806,75476,13,0,49,999,2024-12-26
19807,107574,13,3,23,4111,2024-03-10
19808,185240,11,8,17,4787,2024-05-13
19809,174673,3,9,42,245,2024-01-01
19810,54741,17,5,5,2812,2024-02-15
19811,137786,3,3,42,2824,2024-08-02
19812,28914,14,9,40,1624,2024-04-26
19813,43539,2,9,7,4640,2024-08-13
19814,53899,17,2,9,591,2024-08-12
19815,35608,18,8,0,2599,2024-12-05
19816,154579,16,8,34,4039,2024-11-12
19817,196285,15,7,8,215,2024-05-17
19818,151494,11,9,26,1855,2024-02-05
19819,101167,17,4,25,3839,2024-02-21
19820,92271,14,0,22,933,2024-07-02
19821,133680,13,2,5,2797,2024-12-28
19822,109075,14,2,9,4467,2024-04-15
19823,158389,7,3,8,19,2024-05-29
19824,41499,6,2,30,4594,2024-04-23
19825,199607,1,3,45,117,2024-06-11
19826,189391,16,1,7,1194,2024-05-03
19827,162935,1,0,48,4180,2024-06-30
19828,105511,7,4,1,3209,2024-02-27
19829,39723,8,8,28,4239,2024-10-22
19830,143262,1,7,46,1544,2024-07-07
19831,197112,5,6,42,2362,2024-07-28
19832,127676,14,0,31,1391,2024-04-12
19833,80415,19,6,15,4920,2024-12-08
19834,39151,11,3,49,2291,2024-06-14
19835,111650,1,9,12,316,2024-10-30
19836,34287,9,9,42,2661,2024-12-11
19837,45283,17,9,8,4911,2024-11-05
19838,133761,16,2,32,374,2024-02-20
19839,161343,1,5,8,4640,2024-09-05
19840,75925,4,0,41,2217,2024-12-28
19841,179785,8,7,33,4699,2024-10-08
19842,63017,2,6,16,2203,2024-07-06
19843,82462,8,0,37,170,2024-09-11
19844,57026,2,2,45,2699,2024-03-11
19845,153283,6,7,32,4927,2024-07-21
19846,51649,9,1,6,2894,2024-07-07
19847,172404,19,2,38,1025,2024-08-19
19848,49121,4,4,4,3005,2024-06-06
19849,23927,13,7,6,286,2024-02-06
19850,121822,2,6,8,3485,2024-09-13
19851,19975,15,2,33,4327,2024-11-18
19852,32954,10,6,22,2648,2024-06-09
19853,113242,11,4,1,1145,2024-05-13
19854,121694,12,1,48,1291,2024-04-20
19855,62329,13,6,46,2324,2024-03-09
19856,73694,7,9,5,3818,2024-03-03
19857,133204,0,3,46,2088,2024-02-24
19858,173424,12,3,45,4674,2024-06-28
19859,97685,2,8,20,4351,2024-06-20
19860,36566,1,5,15,1073,2024-04-06
19861,46861,11,6,32,373,2024-07-29
19862,50246,0,9,10,1680,2024-10-16
19863,42080,4,5,47,3679,2024-06-01
19864,65181,11,5,25,4170,2024-12-14
19865,164281,3,6,4,4191,2024-04-03
19866,38760,6,3,10,2534,2024-04-08
19867,8394,16,8,42,4697,2024-11-22
19868,104815,18,4,39,1710,2024-06-10
